Price,Response,Value,BBU,BBL,SMA
0.9615,,11902.229777678804,0.9622445845940781,0.940465415405922,0.9513550000000001
0.9593,,11902.229777678804,0.9628107146156637,0.9415692853843365,0.9521900000000001
0.954,,11902.229777678804,0.9621217847132775,0.9435382152867224,0.95283
0.955,,11902.229777678804,0.9618799338638071,0.9447900661361925,0.9533349999999998
0.9589,,11902.229777678804,0.9622724343285588,0.9455875656714413,0.9539300000000001
0.9605,,11902.229777678804,0.9626590299977781,0.946620970002222,0.95464
0.9667,,11902.229777678804,0.9649365884004126,0.9457134115995873,0.955325
0.9699,,11902.229777678804,0.9675879517589537,0.9450520482410464,0.9563200000000001
0.9738,,11902.229777678804,0.9708111910824005,0.9442088089175996,0.9575100000000001
0.9774,,11902.229777678804,0.9743640148701407,0.9434259851298594,0.958895
0.9792,,11902.229777678804,0.9775970085575677,0.9432229914424325,0.9604100000000001
0.977,,11902.229777678804,0.979727971504875,0.9437920284951249,0.96176
0.984,,11902.229777678804,0.9833276658821258,0.9432923341178744,0.9633100000000001
0.9802,,11902.229777678804,0.9853777785633707,0.9440222214366293,0.9647
0.9784,,11902.229777678804,0.9867736201918575,0.9451263798081426,0.9659500000000001
0.9804,,11902.229777678804,0.9882505022266915,0.9462894977733082,0.9672699999999999
0.9795,,11902.229777678804,0.9891870398194694,0.9479429601805304,0.9685649999999999
0.9804,,11902.229777678804,0.9903172073778911,0.9490627926221092,0.9696900000000002
0.9797,,11902.229777678804,0.9910770025729612,0.9504929974270389,0.970785
0.9868,,11902.229777678804,0.9929434673001073,0.9513165326998926,0.9721299999999999
0.9869,,11902.229777678804,0.9945789369048841,0.952221063095116,0.9734
0.9847,,11902.229777678804,0.9953287409816615,0.9540112590183386,0.97467
0.9863,,11902.229777678804,0.9951086441463222,0.957461355853678,0.9762850000000001
0.9853,,11902.229777678804,0.9941216356249515,0.9614783643750485,0.9778
0.983,,11902.229777678804,0.9928170428002447,0.9651929571997555,0.9790050000000001
0.9798,,11902.229777678804,0.9906888176881399,0.9692511823118601,0.97997
0.984,,11902.229777678804,0.9896718308203434,0.9719981691796569,0.9808350000000001
0.9853,,11902.229777678804,0.9889953137174349,0.9742146862825652,0.9816050000000001
0.9881,,11902.229777678804,0.9892856601304276,0.9753543398695723,0.98232
0.995,,11902.229777678804,0.9918030594313274,0.9745969405686727,0.9832000000000001
0.9971,,11902.229777678804,0.9944847672330951,0.9737052327669052,0.9840950000000002
0.9962,,11902.229777678804,0.9962047887636349,0.9739052112363651,0.985055
0.994,,11902.229777678804,0.9973819050985678,0.9737280949014323,0.9855550000000001
0.993,,11902.229777678804,0.9981859571190784,0.9742040428809217,0.986195
0.9902,,11902.229777678804,0.998313322103685,0.9752566778963149,0.9867849999999999
0.9833,,11902.229777678804,0.9981900084135706,0.9756699915864295,0.9869300000000001
0.9866,,11902.229777678804,0.9979928475895017,0.9765771524104983,0.987285
0.983,,11902.229777678804,0.9978300245723237,0.9769999754276764,0.987415
0.98,,11902.229777678804,0.9977990023881913,0.9770609976118088,0.98743
0.9704,buy,11902.229777678804,0.9994808401557859,0.9737391598442143,0.9866100000000001
0.9737,,11902.229777678804,1.000053004532443,0.9718469954675573,0.9859500000000001
0.971,,11942.705208703474,1.0008740763070048,0.9696559236929954,0.9852650000000001
0.965,,11909.588946956015,1.0022305004747074,0.9661694995252927,0.9842000000000001
0.9692,,11835.997254183887,1.0026169693388363,0.9641730306611638,0.983395
0.9675,,11887.511439124377,1.0031166338699797,0.9621233661300204,0.98262
0.9622,,11866.660459505607,1.0041668072674317,0.9593131927325681,0.98174
0.9611,,11801.654464223562,1.0048035217705622,0.9563864782294375,0.9805949999999999
0.9549,,11788.162653882004,1.0057332168630195,0.9524167831369806,0.9790750000000001
0.9574,,11712.117904684139,1.005513175120386,0.949566824879614,0.97754
